,Actor Name,Profit,Movies
4434,Luke Kirby,"$452,034,858","Glass,A Dog's Purpose"
4435,Gina Gallego,"$452,017,109","Erin Brockovich,Anger Management"
4436,Miya Muqi,"$451,432,187","Kung Fu Yoga,The Monkey King 2"
4437,Zhou Yiwei,"$451,183,391",Dying to Survive
4438,Wang Jia-Jia,"$451,183,391",Dying to Survive
4439,Wang Yanhui,"$451,183,391",Dying to Survive
4440,Gong Beibi,"$451,183,391",Dying to Survive
4441,Ning Xiaozhi,"$451,183,391",Dying to Survive
4442,Gengyou Zhu,"$451,183,391",Dying to Survive
4443,Ma Qianyi,"$451,183,391",Dying to Survive
4444,Holly Marie Combs,"$450,717,150",Ocean's Eleven
4445,Joshua Jackson,"$450,717,150",Ocean's Eleven
4446,Barry Watson,"$450,717,150",Ocean's Eleven
4447,Steven Soderbergh,"$450,717,150",Ocean's Eleven
4448,Siegfried Fischbacher,"$450,717,150",Ocean's Eleven
4449,Michael Reid MacKay,"$450,621,252","Batman & Robin,Ace Ventura: When Nature Calls"
4450,Cameron Boyce,"$450,224,684","Grown Ups,Eagle Eye"
4451,Josh Dallas,"$449,326,618",Thor
4452,Adriana Barraza,"$449,326,618",Thor
4453,Darren Kendrick,"$449,326,618",Thor
4454,Joshua Cox,"$449,326,618",Thor
4455,Justice Jesse Smith,"$449,326,618",Thor
4456,Stephanie Beatriz,"$449,243,032","Encanto,The Lego Movie 2: The Second Part"
4457,Josh Hartnett,"$449,220,945",Pearl Harbor
4458,Greg Zola,"$449,220,945",Pearl Harbor
4459,Jaime King,"$449,220,945",Pearl Harbor
4460,Catherine Kellner,"$449,220,945",Pearl Harbor
4461,Sara Rue,"$449,220,945",Pearl Harbor
4462,Mako,"$449,220,945",Pearl Harbor
4463,John Fujioka,"$449,220,945",Pearl Harbor
4464,John Legend,"$448,906,865",La La Land
4465,Rosemarie DeWitt,"$448,906,865",La La Land
4466,Amiée Conn,"$448,906,865",La La Land
4467,Terry Walters,"$448,906,865",La La Land
4468,Thom Shelton,"$448,906,865",La La Land
4469,Cinda Adams,"$448,906,865",La La Land
4470,Jessica Rothe,"$448,906,865",La La Land
4471,Claudine Claudio,"$448,906,865",La La Land
4472,Jason Fuchs,"$448,906,865",La La Land
4473,D.A. Wallach,"$448,906,865",La La Land
4474,Trevor Lissauer,"$448,906,865",La La Land
4475,Olivia Hamilton,"$448,906,865",La La Land
4476,Anna Chazelle,"$448,906,865",La La Land
4477,Marius de Vries,"$448,906,865",La La Land
4478,Robert Weil,"$448,456,663","Saturday Night Fever,The Little Mermaid"
4479,Jesse D. Goins,"$448,288,358","RoboCop,The Ugly Truth"
4480,Alex D. Linz,"$448,191,819",Tarzan
4481,Nigel Hawthorne,"$448,191,819",Tarzan
4482,Taylor Dempsey,"$448,191,819",Tarzan
4483,Haley Bennett,"$448,073,831","Marley & Me,The Equalizer"
4484,Harve Presnell,"$447,969,048","Face/Off,Patch Adams"
4485,Georgia Engel,"$447,795,967","Grown Ups 2,Open Season"
4486,Katsuyuki Konishi,"$447,691,949","Demon Slayer the Movie: Mugen Train,085"
4487,Shin-ichiro Miki,"$447,691,949","Demon Slayer the Movie: Mugen Train,085"
4488,Natsuki Hanae,"$447,691,934",Demon Slayer the Movie: Mugen Train
4489,Akari Kito,"$447,691,934",Demon Slayer the Movie: Mugen Train
4490,Hiro Shimono,"$447,691,934",Demon Slayer the Movie: Mugen Train
4491,Yoshitsugu Matsuoka,"$447,691,934",Demon Slayer the Movie: Mugen Train
4492,Satoshi Hino,"$447,691,934",Demon Slayer the Movie: Mugen Train
4493,Takahiro Sakurai,"$447,691,934",Demon Slayer the Movie: Mugen Train
4494,Saori Hayami,"$447,691,934",Demon Slayer the Movie: Mugen Train
4495,Kenichi Suzumura,"$447,691,934",Demon Slayer the Movie: Mugen Train
4496,Tomokazu Sugita,"$447,691,934",Demon Slayer the Movie: Mugen Train
4497,Toshiyuki Morikawa,"$447,691,934",Demon Slayer the Movie: Mugen Train
4498,Rina Sato,"$447,691,934",Demon Slayer the Movie: Mugen Train
4499,Houko Kuwashima,"$447,691,934",Demon Slayer the Movie: Mugen Train
4500,Kaede Hondo,"$447,691,934",Demon Slayer the Movie: Mugen Train
4501,You Taichi,"$447,691,934",Demon Slayer the Movie: Mugen Train
4502,Konomi Kohara,"$447,691,934",Demon Slayer the Movie: Mugen Train
4503,Aoi Koga,"$447,691,934",Demon Slayer the Movie: Mugen Train
4504,Rikiya Koyama,"$447,691,934",Demon Slayer the Movie: Mugen Train
4505,Tim Herlihy,"$447,676,759","Big Daddy,Bedtime Stories"
4506,Daniella Kuhn,"$447,578,067","Hulk,Patch Adams"
4507,William Hill,"$447,460,615","Gran Torino,How to Lose a Guy in 10 Days"
4508,Tobin Bell,"$447,245,535","The Firm,In the Line of Fire"
4509,Jacinda Barrett,"$446,801,735","Bridget Jones: The Edge of Reason,Poseidon"
4510,Rory Cochrane,"$446,430,123","Argo,Public Enemies"
4511,Frankie J. Allison,"$445,793,777","Indecent Proposal,Daredevil"
4512,Sam Lee,"$445,680,292","Lost in Hong Kong,The White Storm 2: Drug Lords"
4513,Mike O'Malley,"$445,391,639","Sully,Eat Pray Love"
4514,Jack Bannon,"$445,378,405","The Imitation Game,Fury"
4515,Ma Li,"$445,377,532","Goodbye Mr. Loser,Too Cool to Kill"
4516,Colombe Jacobsen-Derstine,"$445,135,288",Men in Black II
4517,Peter Spellos,"$445,135,288",Men in Black II
4518,Michael Rivkin,"$445,135,288",Men in Black II
4519,Michael Bailey Smith,"$445,135,288",Men in Black II
4520,Alpheus Merchant,"$445,135,288",Men in Black II
4521,Jay Johnston,"$445,135,288",Men in Black II
4522,Derek Cecil,"$445,135,288",Men in Black II
4523,Michelle Joyner,"$444,859,771","Cliffhanger,Outbreak"
4524,Greta Scacchi,"$444,690,487","Flightplan,Presumed Innocent"
4525,Cara Seymour,"$444,593,999","You've Got Mail,Gangs of New York"
4526,Gary Lewis,"$444,198,016","Eragon,Gangs of New York"
4527,Paddy Considine,"$444,100,035",The Bourne Ultimatum
4528,Dan Fredenburgh,"$444,100,035",The Bourne Ultimatum
4529,Lucy Liemann,"$444,100,035",The Bourne Ultimatum
4530,Bryan Reents,"$444,100,035",The Bourne Ultimatum
4531,John Roberson,"$444,100,035",The Bourne Ultimatum
4532,Russ Huards,"$444,100,035",The Bourne Ultimatum
4533,Mark Bazeley,"$444,100,035",The Bourne Ultimatum
4534,Neal H. Moritz,"$443,868,170","2 Fast 2 Furious,The Fast and the Furious"
4535,Tom Tammi,"$443,814,882","Sleepless in Seattle,Clear and Present Danger"
4536,Josh Charles,"$443,585,755","Dead Poets Society,S.W.A.T."
4537,Freddie Boath,"$443,280,904",The Mummy Returns
4538,Shaun Parkes,"$443,280,904",The Mummy Returns
4539,Bruce Byron,"$443,280,904",The Mummy Returns
4540,Joe Dixon,"$443,280,904",The Mummy Returns
4541,Quill Roberts,"$443,280,904",The Mummy Returns
4542,Donna Air,"$443,280,904",The Mummy Returns
4543,Trevor Lovell,"$443,280,904",The Mummy Returns
4544,Wendie Malick,"$443,140,005",Alvin and the Chipmunks: The Squeakquel
4545,Anjelah Johnson-Reyes,"$443,140,005",Alvin and the Chipmunks: The Squeakquel
4546,Bridgit Mendler,"$443,140,005",Alvin and the Chipmunks: The Squeakquel
4547,Aimee Carrero,"$443,140,005",Alvin and the Chipmunks: The Squeakquel
4548,Gregg Binkley,"$443,140,005",Alvin and the Chipmunks: The Squeakquel
4549,Jake Zyrus,"$443,140,005",Alvin and the Chipmunks: The Squeakquel
4550,Burt Reynolds,"$442,679,226","Bean,The Longest Yard"
4551,Aaron Tveit,"$442,299,309",Les Misérables
4552,Samantha Barks,"$442,299,309",Les Misérables
4553,Cavin Cornwall,"$442,299,309",Les Misérables
4554,David Hawley,"$442,299,309",Les Misérables
4555,John Barr,"$442,299,309",Les Misérables
4556,Tony Rohr,"$442,299,309",Les Misérables
4557,Stephen Bent,"$442,299,309",Les Misérables
4558,Colm Wilkinson,"$442,299,309",Les Misérables
4559,Lauren Graham,"$441,642,994","Cloudy with a Chance of Meatballs,The Pacifier"
4560,Jason Miller,"$441,306,152","The Exorcist,146"
4561,Linda Blair,"$441,306,145",The Exorcist
4562,Lee J. Cobb,"$441,306,145",The Exorcist
4563,Kitty Winn,"$441,306,145",The Exorcist
4564,Jack MacGowran,"$441,306,145",The Exorcist
4565,William O'Malley,"$441,306,145",The Exorcist
4566,Barton Heyman,"$441,306,145",The Exorcist
4567,Peter Masterson,"$441,306,145",The Exorcist
4568,Rudolf Schündler,"$441,306,145",The Exorcist
4569,Gina Petrushka,"$441,306,145",The Exorcist
4570,Robert Symonds,"$441,306,145",The Exorcist
4571,Arthur Storch,"$441,306,145",The Exorcist
4572,Thomas Bermingham,"$441,306,145",The Exorcist
4573,Vasiliki Maliaros,"$441,306,145",The Exorcist
4574,Titos Vandis,"$441,306,145",The Exorcist
4575,John Mahon,"$441,306,145",The Exorcist
4576,Wallace Rooney,"$441,306,145",The Exorcist
4577,Ron Faber,"$441,306,145",The Exorcist
4578,Matthew Lawrence,"$441,286,195",Mrs. Doubtfire
4579,Mara Wilson,"$441,286,195",Mrs. Doubtfire
4580,Polly Holliday,"$441,286,195",Mrs. Doubtfire
4581,Scott Capurro,"$441,286,195",Mrs. Doubtfire
4582,Sydney Walker,"$441,286,195",Mrs. Doubtfire
4583,Joe Bellan,"$441,286,195",Mrs. Doubtfire
4584,Martin Mull,"$441,286,195",Mrs. Doubtfire
4585,Terence McGovern,"$441,286,195",Mrs. Doubtfire
4586,Karen Kahn,"$441,286,195",Mrs. Doubtfire
4587,Eva Gholson,"$441,286,195",Mrs. Doubtfire
4588,James Cunningham,"$441,286,195",Mrs. Doubtfire
4589,Ralph Peduto,"$441,286,195",Mrs. Doubtfire
4590,Scott Beach,"$441,286,195",Mrs. Doubtfire
4591,Keith Arthur Bolden,"$441,200,116","Alvin and the Chipmunks: The Road Chip,The Conjuring: The Devil Made Me Do It"
4592,Jeffrey Scaperrotta,"$441,034,950","You've Got Mail,Hollow Man"
4593,Stephen Dorff,"$441,008,637","Immortals,Public Enemies"
4594,Gillian Barber,"$440,663,498","Jumanji,Double Jeopardy"
4595,Dayo Okeniyi,"$440,603,537",Terminator Genisys
4596,Matt Smith,"$440,603,537",Terminator Genisys
4597,Michael Gladis,"$440,603,537",Terminator Genisys
4598,Sandrine Holt,"$440,603,537",Terminator Genisys
4599,Matty Ferraro,"$440,603,537",Terminator Genisys
4600,Griff Furst,"$440,603,537",Terminator Genisys
4601,Ian Etheridge,"$440,603,537",Terminator Genisys
4602,Nolan Gross,"$440,603,537",Terminator Genisys
4603,Seth Meriwether,"$440,603,537",Terminator Genisys
4604,Eddie Baroo,"$440,525,904","Ghost Rider,Australia"
4605,Joey Lauren Adams,"$440,470,105","Big Daddy,The Break-Up"
4606,Bebe Neuwirth,"$440,324,327","Jumanji,How to Lose a Guy in 10 Days"
4607,Dustin Ybarra,"$439,596,167","Us,Hop"
4608,Adrian Martinez,"$439,305,129","American Hustle,The Secret Life of Walter Mitty"
4609,Travis Fimmel,"$439,048,914",Warcraft
4610,Ben Schnetzer,"$439,048,914",Warcraft
4611,Ryan Robbins,"$439,048,914",Warcraft
4612,Anna Galvin,"$439,048,914",Warcraft
4613,Burkely Duffield,"$439,048,914",Warcraft
4614,Dean Redman,"$439,048,914",Warcraft
4615,Glenn Ennis,"$439,048,914",Warcraft
4616,Elena Wurlitzer,"$439,048,914",Warcraft
4617,Anna Van Hooft,"$439,048,914",Warcraft
4618,Dennis Franz,"$438,716,388","Die Hard 2,City of Angels"
4619,Kirby Howell-Baptiste,"$438,539,053","Cruella,A Dog's Purpose"
4620,Joseph Morgan,"$438,526,552","Immortals,Master and Commander: The Far Side of the World"
4621,Max Perlich,"$438,031,483","Cliffhanger,Maverick"
4622,Allan Poppleton,"$437,861,989","Jungle Cruise,Central Intelligence"
4623,Chris Messina,"$437,648,444","Argo,Birds of Prey"
4624,Pruitt Taylor Vince,"$436,290,226","Constantine,JFK"
4625,Lady Gaga,"$436,233,122",A Star Is Born
4626,Andrew Dice Clay,"$436,233,122",A Star Is Born
4627,Rafi Gavron,"$436,233,122",A Star Is Born
4628,Marlon Williams,"$436,233,122",A Star Is Born
4629,Brandi Carlile,"$436,233,122",A Star Is Born
4630,Rebecca Field,"$436,233,122",A Star Is Born
4631,Willam Belli,"$436,233,122",A Star Is Born
4632,"D.J. ""Shangela"" Pierce","$436,233,122",A Star Is Born
4633,Drena De Niro,"$436,233,122",A Star Is Born
4634,Jacob Schick,"$436,233,122",A Star Is Born
4635,Keala Settle,"$435,732,529",The Greatest Showman
4636,Paul Sparks,"$435,732,529",The Greatest Showman
4637,Sam Humphrey,"$435,732,529",The Greatest Showman
4638,Austyn Johnson,"$435,732,529",The Greatest Showman
4639,Eric Anderson,"$435,732,529",The Greatest Showman
4640,Ellis Rubin,"$435,732,529",The Greatest Showman
4641,Skylar Dunn,"$435,732,529",The Greatest Showman
4642,Daniel Everidge,"$435,732,529",The Greatest Showman
4643,Radu Spinghel,"$435,732,529",The Greatest Showman
4644,Yusaku Komori,"$435,732,529",The Greatest Showman
4645,Danial Son,"$435,732,529",The Greatest Showman
4646,Will Swenson,"$435,732,529",The Greatest Showman
4647,Michael Bentt,"$434,344,545","Collateral,Public Enemies"
4648,Dong Chengpeng,"$434,285,012","Journey to the West: The Demons Strike Back,Jian Bing Man"
4649,Valerie Tian,"$433,958,009","Juno,21 Jump Street"
4650,Dennis Miller,"$433,390,651","What Happens in Vegas,Disclosure"
4651,Tom McCleister,"$433,378,034","Million Dollar Baby,Twins"
4652,Nick Stahl,"$433,371,112",Terminator 3: Rise of the Machines
4653,Claire Danes,"$433,371,112",Terminator 3: Rise of the Machines
4654,Kristanna Loken,"$433,371,112",Terminator 3: Rise of the Machines
4655,Carolyn Hennesy,"$433,371,112",Terminator 3: Rise of the Machines
4656,Jay Acovone,"$433,371,112",Terminator 3: Rise of the Machines
4657,Mark Famiglietti,"$433,371,112",Terminator 3: Rise of the Machines
4658,Moira Sinise,"$433,371,112",Terminator 3: Rise of the Machines
4659,Chopper Bernet,"$433,371,112",Terminator 3: Rise of the Machines
4660,Christopher Lawford,"$433,371,112",Terminator 3: Rise of the Machines
4661,Elizabeth Morehead,"$433,371,112",Terminator 3: Rise of the Machines
4662,Billy D. Lucas,"$433,371,112",Terminator 3: Rise of the Machines
4663,Brian Sites,"$433,371,112",Terminator 3: Rise of the Machines
4664,Alana Curry,"$433,371,112",Terminator 3: Rise of the Machines
4665,Larry McCormick,"$433,371,112",Terminator 3: Rise of the Machines
4666,Robert Alonzo,"$433,371,112",Terminator 3: Rise of the Machines
4667,Omar Chaparro,"$433,230,304",Pokémon Detective Pikachu
4668,Josette Simon,"$433,230,304",Pokémon Detective Pikachu
4669,Simone Ashley,"$433,230,304",Pokémon Detective Pikachu
4670,Alejandro De Mesa,"$433,230,304",Pokémon Detective Pikachu
4671,Ben Fox,"$433,230,304",Pokémon Detective Pikachu
4672,Max Fincham,"$433,230,304",Pokémon Detective Pikachu
4673,Diplo,"$433,230,304",Pokémon Detective Pikachu
4674,Edward Davis,"$433,230,304",Pokémon Detective Pikachu
4675,Kadiff Kirwan,"$433,230,304",Pokémon Detective Pikachu
4676,Ryoma Takeuchi,"$433,230,304",Pokémon Detective Pikachu
4677,Rina Hoshino,"$433,230,304",Pokémon Detective Pikachu
4678,Tom Irwin,"$433,054,244","Marley & Me,The Haunting"
4679,Romano Orzari,"$432,270,754","Immortals,White House Down"
4680,Simu Liu,"$432,243,292",Shang-Chi and the Legend of the Ten Rings
4681,Meng'er Zhang,"$432,243,292",Shang-Chi and the Legend of the Ten Rings
4682,Fala Chen,"$432,243,292",Shang-Chi and the Legend of the Ten Rings
4683,Andy Le,"$432,243,292",Shang-Chi and the Legend of the Ten Rings
4684,Paul He,"$432,243,292",Shang-Chi and the Legend of the Ten Rings
4685,Jayden Tianyi Zhang,"$432,243,292",Shang-Chi and the Legend of the Ten Rings
4686,Elodie Fong,"$432,243,292",Shang-Chi and the Legend of the Ten Rings
4687,Arnold Sun,"$432,243,292",Shang-Chi and the Legend of the Ten Rings
4688,Stephanie Hsu,"$432,243,292",Shang-Chi and the Legend of the Ten Rings
4689,Kunal Dudheker,"$432,243,292",Shang-Chi and the Legend of the Ten Rings
4690,Jodi Long,"$432,243,292",Shang-Chi and the Legend of the Ten Rings
4691,Dallas Liu,"$432,243,292",Shang-Chi and the Legend of the Ten Rings
4692,Toby Stephens,"$431,971,116",Die Another Day
4693,Emilio Echevarría,"$431,971,116",Die Another Day
4694,Mikhail Gorevoy,"$431,971,116",Die Another Day
4695,Ben Wee,"$431,971,116",Die Another Day
4696,Ho Yi,"$431,971,116",Die Another Day
4697,Rachel Grant,"$431,971,116",Die Another Day
4698,Ian Pirie,"$431,971,116",Die Another Day
4699,Gulliver McGrath,"$431,297,459","Dark Shadows,Hugo"
4700,Erika Christensen,"$430,903,024","Flightplan,Traffic"
4701,Chieko Baisho,"$430,867,812","Howl's Moving Castle,Weathering with You"
4702,Dakin Matthews,"$430,254,153","True Grit,Flubber"
4703,Pete Holmes,"$430,051,293",The Secret Life of Pets 2
4704,Henry Lynch,"$430,051,293",The Secret Life of Pets 2
4705,Meredith Salenger,"$430,051,293",The Secret Life of Pets 2
4706,Paul Sanchez,"$429,632,142",Cast Away
4707,Lari White,"$429,632,142",Cast Away
4708,Leonid Citer,"$429,632,142",Cast Away
4709,David Allen Brooks,"$429,632,142",Cast Away
4710,Semion Sudarikov,"$429,632,142",Cast Away
4711,Peter Von Berg,"$429,632,142",Cast Away
4712,Dmitri S. Boudrine,"$429,632,142",Cast Away
4713,François Duhamel,"$429,632,142",Cast Away
4714,Michael Forest,"$429,632,142",Cast Away
4715,Lauren Birkell,"$429,632,142",Cast Away
4716,Yelena Popovic,"$429,632,142",Cast Away
4717,Viveka Davis,"$429,632,142",Cast Away
4718,Jennifer Choe,"$429,632,142",Cast Away
4719,Nan Martin,"$429,632,142",Cast Away
4720,Anne Bellamy,"$429,632,142",Cast Away
4721,Dennis Letts,"$429,632,142",Cast Away
4722,Lucy Punch,"$429,099,864","Bad Teacher,Into the Woods"
4723,Eric Lloyd,"$428,775,076","Batman & Robin,The Santa Clause"
4724,Alice Cooper,"$428,624,472","Dark Shadows,Wayne's World"
4725,R. Marcos Taylor,"$428,580,078","Baby Driver,Straight Outta Compton"
4726,January Jones,"$428,468,758","American Wedding,Anger Management"
4727,Joss Ackland,"$428,366,629","Lethal Weapon 2,The Hunt for Red October"
4728,Dub Taylor,"$428,108,855","Back to the Future Part III,Maverick"
4729,Urijah Faber,"$428,028,281","Rampage,128,157,169,194,199"
4730,Jake Lacy,"$428,028,233",Rampage
4731,Marley Shelton,"$428,028,233",Rampage
4732,Demetrius Grosse,"$428,028,233",Rampage
4733,Bruce Blackshear,"$428,028,233",Rampage
4734,Jason Liles,"$428,028,233",Rampage
4735,Mac Wells,"$428,028,233",Rampage
4736,Allyssa Brooke,"$428,028,233",Rampage
4737,Danny Le Boyer,"$428,028,233",Rampage
4738,Dabney Coleman,"$428,021,766","You've Got Mail,Tootsie"
4739,Robin Tunney,"$427,652,902","Vertical Limit,End of Days"
4740,Freya Wilson,"$427,374,317",The King's Speech
4741,Ramona Marquez,"$427,374,317",The King's Speech
4742,Robert Portal,"$427,374,317",The King's Speech
4743,Eve Best,"$427,374,317",The King's Speech
4744,Paul Trussell,"$427,374,317",The King's Speech
4745,Andrew Havill,"$427,374,317",The King's Speech
4746,Charles Armstrong,"$427,374,317",The King's Speech
4747,Roger Hammond,"$427,374,317",The King's Speech
4748,Calum Gittins,"$427,374,317",The King's Speech
4749,Dominic Applewhite,"$427,374,317",The King's Speech
4750,Mary Alice,"$427,344,325",The Matrix Revolutions
4751,Tanveer K. Atwal,"$427,344,325",The Matrix Revolutions
4752,Francine Bell,"$427,344,325",The Matrix Revolutions
4753,Rachel Blackman,"$427,344,325",The Matrix Revolutions
4754,Henry Blasingame,"$427,344,325",The Matrix Revolutions
4755,Ian Bliss,"$427,344,325",The Matrix Revolutions
4756,Henry Winkler,"$426,676,972","Click,The Waterboy"
4757,François Cluzet,"$426,588,510","The Intouchables,116"
4758,Anne Le Ny,"$426,588,510",The Intouchables
4759,Clotilde Mollet,"$426,588,510",The Intouchables
4760,Alba Gaïa Bellugi,"$426,588,510",The Intouchables
4761,Audrey Fleurot,"$426,588,510",The Intouchables
4762,Cyril Mendy,"$426,588,510",The Intouchables
4763,Christian Ameri,"$426,588,510",The Intouchables
4764,Marie-Laure Descoureaux,"$426,588,510",The Intouchables
4765,Salimata Kamate,"$426,588,510",The Intouchables
4766,Absa Diatou Toure,"$426,588,510",The Intouchables
4767,Dominique Daguier,"$426,588,510",The Intouchables
4768,François Caron,"$426,588,510",The Intouchables
4769,Thomas Solivérès,"$426,588,510",The Intouchables
4770,Grégoire Oestermann,"$426,588,510",The Intouchables
4771,Dorothée Brière,"$426,588,510",The Intouchables
4772,Joséphine de Meaux,"$426,588,510",The Intouchables
4773,Émilie Caen,"$426,588,510",The Intouchables
4774,Caroline Bourg,"$426,588,510",The Intouchables
4775,Sylvain Lazard,"$426,588,510",The Intouchables
4776,Paola Nuñez,"$426,505,244",Bad Boys for Life
4777,Charles Melton,"$426,505,244",Bad Boys for Life
4778,Kate del Castillo,"$426,505,244",Bad Boys for Life
4779,Jacob Scipio,"$426,505,244",Bad Boys for Life
4780,Michael Bay,"$426,505,244",Bad Boys for Life
4781,Jay Dubb,"$426,505,244",Bad Boys for Life
4782,Happy Anderson,"$426,505,244",Bad Boys for Life
4783,Bianca Bethune,"$426,505,244",Bad Boys for Life
4784,Dennis Greene,"$426,505,244",Bad Boys for Life
4785,Lisa Ann Hadley,"$426,505,244",Bad Boys for Life
4786,Gissette E. Valentin,"$426,505,244",Bad Boys for Life
4787,Rose Bianco,"$426,505,244",Bad Boys for Life
4788,Jake Abel,"$426,347,524","Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson: Sea of Monsters"
4789,Monica Potter,"$426,305,136","Con Air,Patch Adams"
4790,Leslie Stefanson,"$426,095,347","Unbreakable,Flubber"
4791,Dennis Christopher,"$426,074,373",Django Unchained
4792,David Steen,"$426,074,373",Django Unchained
4793,Dana Gourrier,"$426,074,373",Django Unchained
4794,Nichole Galicia,"$426,074,373",Django Unchained
4795,Sammi Rotibi,"$426,074,373",Django Unchained
4796,Escalante Lundy,"$426,074,373",Django Unchained
4797,Miriam F. Glover,"$426,074,373",Django Unchained
4798,Jin Au-Yeung,"$425,747,041","2 Fast 2 Furious,The White Storm 2: Drug Lords"
4799,Katherine Heigl,"$425,521,810","Knocked Up,The Ugly Truth"
4800,Paige O'Hara,"$424,967,620",Beauty and the Beast
4801,Robby Benson,"$424,967,620",Beauty and the Beast
4802,Richard White,"$424,967,620",Beauty and the Beast
4803,Rex Everhart,"$424,967,620",Beauty and the Beast
4804,Hal Smith,"$424,967,620",Beauty and the Beast
4805,Jo Anne Worley,"$424,967,620",Beauty and the Beast
4806,Kath Soucie,"$424,967,620",Beauty and the Beast
4807,Alvin Epstein,"$424,967,620",Beauty and the Beast
4808,Alec Murphy,"$424,967,620",Beauty and the Beast
4809,Kimmy Robertson,"$424,967,620",Beauty and the Beast
4810,Alex Murphy,"$424,967,620",Beauty and the Beast
4811,Karen Duffy,"$424,685,884","Dumb and Dumber,Hero"
4812,Grace Zabriskie,"$424,483,414","Gone in 60 Seconds,The Grudge"
4813,Floyd Red Crow Westerman,"$424,208,848",Dances with Wolves
4814,Tantoo Cardinal,"$424,208,848",Dances with Wolves
4815,Jimmy Herman,"$424,208,848",Dances with Wolves
4816,Nathan Lee Chasing His Horse,"$424,208,848",Dances with Wolves
4817,Michael Spears,"$424,208,848",Dances with Wolves
4818,Jason R. Lone Hill,"$424,208,848",Dances with Wolves
4819,Doris Leader Charge,"$424,208,848",Dances with Wolves
4820,Larry Joshua,"$424,208,848",Dances with Wolves
4821,Kirk Baltz,"$424,208,848",Dances with Wolves
4822,Wayne Grace,"$424,208,848",Dances with Wolves
4823,Donald Hotton,"$424,208,848",Dances with Wolves
4824,Max Thieriot,"$423,768,981","Jumper,The Pacifier"
4825,Owen Vaccaro,"$423,399,961","Daddy's Home,Daddy's Home 2"
4826,Didi Costine,"$423,399,961","Daddy's Home,Daddy's Home 2"
4827,Andrew Daly,"$422,884,936","What Happens in Vegas,Yogi Bear"
4828,Patrika Darbo,"$422,721,771","Rango,In the Line of Fire"
4829,Irma P. Hall,"$422,532,827","Collateral,Patch Adams"
4830,Bill Romanowski,"$422,152,009","Get Smart,The Longest Yard"
4831,Sissy Spacek,"$422,044,610","The Help,JFK"
4832,J. Pat O'Malley,"$421,723,626","One Hundred and One Dalmatians,The Jungle Book"
4833,Goran D. Kleut,"$421,455,399","Alien: Covenant,Hacksaw Ridge"
4834,Sergio Castellitto,"$419,665,568",The Chronicles of Narnia: Prince Caspian
4835,Vincent Grass,"$419,665,568",The Chronicles of Narnia: Prince Caspian
4836,Damián Alcázar,"$419,665,568",The Chronicles of Narnia: Prince Caspian
4837,David Bowles,"$419,665,568",The Chronicles of Narnia: Prince Caspian
4838,Juan Diego Montoya,"$419,665,568",The Chronicles of Narnia: Prince Caspian
4839,Douglas Gresham,"$419,665,568",The Chronicles of Narnia: Prince Caspian
4840,Ashley Jones,"$419,665,568",The Chronicles of Narnia: Prince Caspian
4841,Klára Issová,"$419,665,568",The Chronicles of Narnia: Prince Caspian
4842,Clea DuVall,"$419,606,618","Argo,The Grudge"
4843,Dave Matthews,"$419,258,991","Just Go with It,You Don't Mess with the Zohan"
4844,Kaley Cuoco,"$419,165,781","Alvin and the Chipmunks: The Road Chip,Hop"
4845,Joanna Gleason,"$418,765,519",Sex and the City
4846,Joseph Pupo,"$418,765,519",Sex and the City
4847,Polina Frantsena,"$418,765,519",Sex and the City
4848,Kate Rockwell,"$418,765,519",Sex and the City
4849,Tuppence Middleton,"$417,443,431","The Imitation Game,Jupiter Ascending"
4850,Malick Bowens,"$417,373,765","Out of Africa,Outbreak"
4851,Max Hubacher,"$417,282,021",The Captain
4852,Milan Peschel,"$417,282,021",The Captain
4853,Frederick Lau,"$417,282,021",The Captain
4854,Alexander Fehling,"$417,282,021",The Captain
4855,Britta Hammelstein,"$417,282,021",The Captain
4856,Waldemar Kobus,"$417,282,021",The Captain
4857,Sebastian Rudolph,"$417,282,021",The Captain
4858,Marko Dyrlich,"$417,282,021",The Captain
4859,Alexander Hörbe,"$417,282,021",The Captain
4860,Sascha Alexander Geršak,"$417,282,021",The Captain
4861,Blerim Destani,"$417,282,021",The Captain
4862,Haymon Maria Buttinger,"$417,282,021",The Captain
4863,Eugenie Anselin,"$417,282,021",The Captain
4864,Shannon Staller,"$417,282,021",The Captain
4865,Samuel Finzi,"$417,282,021",The Captain
4866,Wolfram Koch,"$417,282,021",The Captain
4867,Bernd Hölscher,"$417,282,021",The Captain
4868,Annina Polivka,"$417,282,021",The Captain
4869,David Scheller,"$417,282,021",The Captain
4870,Hendrik Arnst,"$417,282,021",The Captain
4871,Priyanka Chopra Jonas,"$417,115,463","Planes,Baywatch"
4872,Kristy Swanson,"$415,898,059","Big Daddy,Hot Shots!"
4873,Shane Rangi,"$415,686,222","The Chronicles of Narnia: The Lion,The Chronicles of Narnia: The Voyage of the Dawn Treader"
4874,Laura Brent,"$415,686,217",The Chronicles of Narnia: The Voyage of the Dawn Treader
4875,Gary Sweet,"$415,686,217",The Chronicles of Narnia: The Voyage of the Dawn Treader
4876,Terry Norris,"$415,686,217",The Chronicles of Narnia: The Voyage of the Dawn Treader
